review_text,rating,date,clean_review,baseline_sentiment,translated_review
It doesn't give cash back in internet bill paying.and do not give refer system like esewa or ime pay,1,2021-01-08 15:17:50,it doesnt give cash back in internet bill payingand do not give refer system like esewa or ime pay,Bad,it doesnt give cash back in internet bill payingand do not give refer system like esewa or ime pay
All are good but Its include two problem we need dark them and we Need Game Topup plz Moru developer include that our problem😊,5,2021-01-08 13:47:30,all are good but its include two problem we need dark them and we need game topup plz moru developer include that our problem,Good,all are good but its include two problem we need dark them and we need game topup plz moru developer include that our problem
How can we contact you ? if any issue problem.,3,2021-01-04 11:19:09,how can we contact you if any issue problem,Neutral,how can we contact you if any issue problem
I will rate it 1 because it is useless because my bank account is in nepal bangladesh bank it has no option,1,2021-01-04 10:45:39,i will rate it because it is useless because my bank account is in nepal bangladesh bank it has no option,Bad,i will rate it because it is useless because my bank account is in nepal bangladesh bank it has no option
Sabai ramro lagyo but IME Corporative Bank ma yesbata kasari paisa pathaune hola.....garho paryo tw,3,2020-12-31 21:32:01,sabai ramro lagyo but ime corporative bank ma yesbata kasari paisa pathaune holagarho paryo tw,Neutral,Everyone liked it but I don't know how to send money to corporate bank.
Electricity ma cashback xa ki nai? If yes how many?,4,2020-12-28 21:59:36,electricity ma cashback xa ki nai if yes how many,Good,electricity ma cashback xa ki nai if yes how many
Good app,5,2020-12-17 16:48:53,good app,Good,good app
Great app for Nepalese market,5,2020-12-09 19:27:44,great app for nepalese market,Good,great app for nepalese market
3% on top up 🤗🤗🤗,5,2020-12-09 17:50:49,on top up,Good,on top up
Baker app,1,2020-12-08 18:08:16,baker app,Bad,baker app
Nice app,5,2020-12-01 19:22:11,nice app,Good,nice app
Need improvement,4,2020-11-26 12:59:36,need improvement,Good,need improvement
Good,5,2020-11-25 18:19:17,good,Good,good
Very user friendly app. Easy to use. Transparant transaction,5,2020-11-25 13:20:41,very user friendly app easy to use transparant transaction,Good,very user friendly app easy to use transparant transaction
Very good,5,2020-11-21 19:38:06,very good,Good,very good
Please add Ulemapay alsoain the payment system if you want to make popular this,1,2020-11-21 14:36:33,please add ulemapay alsoain the payment system if you want to make popular this,Bad,please add ulemapay alsoain the payment system if you want to make popular this
When are we getting support of visa cards it's good but we also should be able to load funds from our cards,2,2020-11-21 14:24:22,when are we getting support of visa cards its good but we also should be able to load funds from our cards,Bad,when are we getting support of visa cards its good but we also should be able to load funds from our cards
I am sure its deserve its come with new idea then other 😊😊,5,2020-11-14 08:56:43,i am sure its deserve its come with new idea then other,Good,i am sure its deserve its come with new idea then other
Kasto app ho yo.password Hanna mildena.yo bug lai schauna paryo,4,2020-11-12 11:08:41,kasto app ho yopassword hanna mildenayo bug lai schauna paryo,Good,kasto app ho yopassword hana mildenayo bug lai skon paryo
App is user friendly .. and fine something needed to be change..,4,2020-11-09 20:06:50,app is user friendly and fine something needed to be change,Good,app is user friendly and fine something needed to be change
Deserve 5 star.,5,2020-11-08 00:15:31,deserve star,Good,deserve star
I need international payment.....,5,2020-11-06 17:12:19,i need international payment,Good,i need international payment
tq but you should provide to recharge in google play also but this is good app than others,5,2020-11-04 10:47:06,tq but you should provide to recharge in google play also but this is good app than others,Good,tq but you should provide to recharge in google play also but this is good app than others
Aaba moru digital jiban duty😃😃😃: happy moru customer,5,2020-11-04 09:15:20,aaba moru digital jiban duty happy moru customer,Good,Aba Maru Digital Life Duty Happy Maru Customer
Good,4,2020-11-04 08:33:33,good,Good,good
Number nai verify vayena ta....ab k garne hola???,1,2020-11-02 07:58:03,number nai verify vayena taab k garne hola,Bad,Number nai verify veena tab ke garane hola
There was problem on registering account. While creating account problem was coming failed to send verification code .solve it,1,2020-11-02 07:33:22,there was problem on registering account while creating account problem was coming failed to send verification code solve it,Bad,there was problem on registering account while creating account problem was coming failed to send verification code solve it
It's good to introduce New payment wallet to Nepal. But Nothing is Unique than others. We want International Payment Methods in Nepal,3,2020-11-01 12:46:47,its good to introduce new payment wallet to nepal but nothing is unique than others we want international payment methods in nepal,Neutral,its good to introduce new payment wallet to nepal but nothing is unique than others we want international payment methods in nepal
Please add SBI and Nabil bank The banks are limited. Plz increase no. of banks for money loading.,1,2020-10-30 20:25:02,please add sbi and nabil bank the banks are limited plz increase no of banks for money loading,Bad,please add sbi and nabil bank the banks are limited plz increase no of banks for money loading
Refer and earn xaina yesma,5,2020-10-30 15:06:39,refer and earn xaina yesma,Good,refer and earn xaina yesma
Great App. so friendly but as i m a small business person need to have business ID. and MORU should be integrated for game payment like in Kunyo.co and many more.,5,2020-10-30 13:06:15,great app so friendly but as i m a small business person need to have business id and moru should be integrated for game payment like in kunyoco and many more,Good,great app so friendly but as i m a small business person need to have business id and moru should be integrated for game payment like in kunyoco and many more
do fast bring refer & earn system,5,2020-10-26 19:37:07,do fast bring refer earn system,Good,do fast bring refer earn system
"Best app ever , love the interface & the system they validate bank account , like if the amount information is wrong they first make sure us that it is wrong & the free bank transfer service is just wow. Better than any other ECommerce wallet like esewa or other third class app. Just wow. Push hard & do some advertisement afterall it will be the no one Wallet of Nepal.",5,2020-10-24 18:28:55,best app ever love the interface the system they validate bank account like if the amount information is wrong they first make sure us that it is wrong the free bank transfer service is just wow better than any other ecommerce wallet like esewa or other third class app just wow push hard do some advertisement afterall it will be the no one wallet of nepal,Good,best app ever love the interface the system they validate bank account like if the amount information is wrong they first make sure us that it is wrong the free bank transfer service is just wow better than any other ecommerce wallet like esewa or other third class app just wow push hard do some advertisement afterall it will be the no one wallet of nepal
I liked this app because of its simple layout but I prefer having all things on home screen only. I know you will soon bring more features.,5,2020-10-17 19:22:27,i liked this app because of its simple layout but i prefer having all things on home screen only i know you will soon bring more features,Good,i liked this app because of its simple layout but i prefer having all things on home screen only i know you will soon bring more features
