review_text,rating,date,clean_review,baseline_sentiment
Kasto app ho yo.password Hanna mildena.yo bug lai schauna paryo,4,2020-11-12 11:08:41,kasto app ho yopassword hanna mildenayo bug lai schauna paryo,Good
App is user friendly .. and fine something needed to be change..,4,2020-11-09 20:06:50,app is user friendly and fine something needed to be change,Good
Deserve 5 star.,5,2020-11-08 00:15:31,deserve star,Good
I need international payment.....,5,2020-11-06 17:12:19,i need international payment,Good
tq but you should provide to recharge in google play also but this is good app than others,5,2020-11-04 10:47:06,tq but you should provide to recharge in google play also but this is good app than others,Good
Aaba moru digital jiban duty😃😃😃: happy moru customer,5,2020-11-04 09:15:20,aaba moru digital jiban duty happy moru customer,Good
Good,4,2020-11-04 08:33:33,good,Good
Number nai verify vayena ta....ab k garne hola???,1,2020-11-02 07:58:03,number nai verify vayena taab k garne hola,Bad
There was problem on registering account. While creating account problem was coming failed to send verification code .solve it,1,2020-11-02 07:33:22,there was problem on registering account while creating account problem was coming failed to send verification code solve it,Bad
It's good to introduce New payment wallet to Nepal. But Nothing is Unique than others. We want International Payment Methods in Nepal,3,2020-11-01 12:46:47,its good to introduce new payment wallet to nepal but nothing is unique than others we want international payment methods in nepal,Neutral
Please add SBI and Nabil bank The banks are limited. Plz increase no. of banks for money loading.,1,2020-10-30 20:25:02,please add sbi and nabil bank the banks are limited plz increase no of banks for money loading,Bad
Refer and earn xaina yesma,5,2020-10-30 15:06:39,refer and earn xaina yesma,Good
Great App. so friendly but as i m a small business person need to have business ID. and MORU should be integrated for game payment like in Kunyo.co and many more.,5,2020-10-30 13:06:15,great app so friendly but as i m a small business person need to have business id and moru should be integrated for game payment like in kunyoco and many more,Good
do fast bring refer & earn system,5,2020-10-26 19:37:07,do fast bring refer earn system,Good
"Best app ever , love the interface & the system they validate bank account , like if the amount information is wrong they first make sure us that it is wrong & the free bank transfer service is just wow. Better than any other ECommerce wallet like esewa or other third class app. Just wow. Push hard & do some advertisement afterall it will be the no one Wallet of Nepal.",5,2020-10-24 18:28:55,best app ever love the interface the system they validate bank account like if the amount information is wrong they first make sure us that it is wrong the free bank transfer service is just wow better than any other ecommerce wallet like esewa or other third class app just wow push hard do some advertisement afterall it will be the no one wallet of nepal,Good
I liked this app because of its simple layout but I prefer having all things on home screen only. I know you will soon bring more features.,5,2020-10-17 19:22:27,i liked this app because of its simple layout but i prefer having all things on home screen only i know you will soon bring more features,Good
Good,5,2020-09-15 18:41:33,good,Good
"Bank transfer & P2P is completely free, i love this app",5,2020-09-13 18:20:55,bank transfer pp is completely free i love this app,Good
just started,5,2020-08-27 22:38:58,just started,Good
"I couldn't create my account. After filling all details, when i clicked on create now, nothing happens & i got stuck in same page.",1,2020-08-25 00:25:47,i couldnt create my account after filling all details when i clicked on create now nothing happens i got stuck in same page,Bad
Nice app which will Compette with all wallet of nepal. Best app. Leave esewa and Khalti join Moru. More advantages,5,2020-08-23 11:02:10,nice app which will compette with all wallet of nepal best app leave esewa and khalti join moru more advantages,Good
Very good digital app in nepal• easy & user friendly--- best app,5,2020-08-20 18:00:50,very good digital app in nepal easy user friendly best app,Good
"Great App!! Very clear transaction history, bank transfer is also free !!wow🙂 Futher i love repeat transaction feature of this app as it saves my time to execute transaction. I strongly suggest all to try this app at least once.",4,2020-08-17 11:51:52,great app very clear transaction history bank transfer is also free wow futher i love repeat transaction feature of this app as it saves my time to execute transaction i strongly suggest all to try this app at least once,Good
"Ha ha I used to be an user of esewa, was very happy but I realized that they had said the bank trnasfer was free, but when I tried to do bank account transfer they charged fee now. I was told about moru by my friend, that they no charge fror bank trnasfer. I doubted him, but when use, Actually the Bank transfer to any account is free. Wow I will do bank transfer here. I had faced a problem when loading from macchapu bank, but the team responded very quick. People from this app talk very nicely.",5,2020-08-08 11:46:20,ha ha i used to be an user of esewa was very happy but i realized that they had said the bank trnasfer was free but when i tried to do bank account transfer they charged fee now i was told about moru by my friend that they no charge fror bank trnasfer i doubted him but when use actually the bank transfer to any account is free wow i will do bank transfer here i had faced a problem when loading from macchapu bank but the team responded very quick people from this app talk very nicely,Good
"Recent transactions at front, click to repeat and boom the topup is done in 3 steps. Seeing all transaction in transaction history I feel like I don’t need an accountant for my business. There is good bonus, but why haven’t you advertised. Bank transfer is still free. Moru app is medicine in corona time. When will I be able to click photo of my money to load wallet. It doesn’t seem possible but may be, it would be nice. There has to be different option in e wallets. So I encourage people to try",5,2020-08-08 11:41:49,recent transactions at front click to repeat and boom the topup is done in steps seeing all transaction in transaction history i feel like i dont need an accountant for my business there is good bonus but why havent you advertised bank transfer is still free moru app is medicine in corona time when will i be able to click photo of my money to load wallet it doesnt seem possible but may be it would be nice there has to be different option in e wallets so i encourage people to try,Good
"Very easy to use All transactions come in front this is very different It seems App is being regularly updated . You guys are regularly being bugs. This is good. Like other app in Nepal, I can send money, make a bank transfer, even request money, When I need. I am of very shy nature , so it is of great help as i can pay bills with out talking to anyone. They way the app tell me about my expenses.I am sure I will be better at managing them ,and be able to save more. One criticism is that i don t like the color of the app.",4,2020-08-06 14:03:46,very easy to use all transactions come in front this is very different it seems app is being regularly updated you guys are regularly being bugs this is good like other app in nepal i can send money make a bank transfer even request money when i need i am of very shy nature so it is of great help as i can pay bills with out talking to anyone they way the app tell me about my expensesi am sure i will be better at managing them and be able to save more one criticism is that i don t like the color of the app,Good
"Previously, code verification system was not working and now found it is working. I got registered. Hope to get more facilities in the app.",1,2020-08-01 21:48:29,previously code verification system was not working and now found it is working i got registered hope to get more facilities in the app,Bad
It is good app some bug sould be fixed if most of the bug will be fixed then it will be a trending app from my view it is the best app one day it will have more downalods than esewa.From my side all the best,5,2020-07-30 20:49:54,it is good app some bug sould be fixed if most of the bug will be fixed then it will be a trending app from my view it is the best app one day it will have more downalods than esewafrom my side all the best,Good
Good app,5,2020-07-22 11:35:37,good app,Good
Good app in nepal,5,2020-07-16 10:25:04,good app in nepal,Good
Trending moru,5,2020-07-13 09:03:45,trending moru,Good
Great app!!,5,2020-07-05 15:13:13,great app,Good
Best wallet app currently on the market,5,2020-07-04 21:07:31,best wallet app currently on the market,Good
I first hesitated to download this app. My grandma who was in cancer stage 2 got cured after she downloaded this app on her phone. I downloaded this to try and now I am able to fly 5000miles a day.,5,2020-07-04 20:45:57,i first hesitated to download this app my grandma who was in cancer stage got cured after she downloaded this app on her phone i downloaded this to try and now i am able to fly miles a day,Good
very good digital payment service,5,2020-07-03 15:40:54,very good digital payment service,Good
"I am waiting verification code, and its already 1 hour And cannot register cause it says too much attempt... Good luck",1,2020-07-03 07:35:32,i am waiting verification code and its already hour and cannot register cause it says too much attempt good luck,Bad
Cannot create account. Shows too many attempts to register.,1,2020-06-25 23:42:02,cannot create account shows too many attempts to register,Bad
It is perfect,5,2020-06-16 21:40:11,it is perfect,Good
Trending app,5,2020-06-11 09:38:45,trending app,Good
Trending appin nepal,5,2020-06-02 18:02:01,trending appin nepal,Good
Good app,5,2020-06-02 17:57:25,good app,Good
Best digital wallet,5,2020-05-27 09:33:43,best digital wallet,Good
Good,5,2020-05-05 10:09:14,good,Good
Good digital wallet,5,2020-03-15 18:42:45,good digital wallet,Good
Good app,5,2020-03-03 13:21:56,good app,Good
good app,5,2020-02-26 20:38:03,good app,Good
good,5,2020-02-15 18:38:25,good,Good
good app,5,2020-02-14 19:17:23,good app,Good
